Raison Sociale;SIREN;Année;Note;Structure;Nom UES;Entreprises UES (SIREN);Région;Département
SAS CACHE CACHE;382456051;2020;;Entreprise;;;Bretagne;Ille-et-Vilaine
SAS CHAINE THERMALE DU SOLEIL;310968540;2020;93;Entreprise;;;Île-de-France;Paris
OPTICAL CENTER;382372993;2020;70;Entreprise;;;Île-de-France;Paris
ARTES-les Olivettes;775580129;2020;94;Entreprise;;;Occitanie;Gard
BIOPATH UNILABS;403916596;2020;73;Entreprise;;;Île-de-France;Val-de-Marne
GARRETT MOTION FRANCE SAS;315161141;2020;87;Entreprise;;;Grand-Est;Vosges
GROUPE CAYON;400519005;2020;86;Entreprise;;;Bourgogne-Franche-Comté;Saône-et-Loire
SOCOMEC SAS;548500149;2020;87;Entreprise;;;Grand-Est;Bas-Rhin
SARL TRANSPORTS PAPIN;326067691;2020;;Entreprise;;;Hauts-de-France;Aisne
SODI;331204396;2020;;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
GIE AG2R;801947052;2020;92;Entreprise;;;Île-de-France;Paris
TRA;618200380;2020;89;Entreprise;;;Île-de-France;Seine-Saint-Denis
MIRIALIS;323946574;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
SAFRAN HELICOPTER ENGINES;338481955;2020;89;Entreprise;;;Nouvelle-Aquitaine;Pyrénées-Atlantiques
SAS CHADIS;306216482;2020;84;Entreprise;;;Grand-Est;Marne
TEXTILOT SA;301420626;2020;89;Entreprise;;;Bourgogne-Franche-Comté;Nièvre
Facilitess;709800015;2019;84;Entreprise;;;Île-de-France;Paris
EUROVIA ALSACE LORRAINE;325857357;2020;;Entreprise;;;Grand-Est;Moselle
SAS GUILLET;666980156;2020;89;Entreprise;;;Pays de la Loire;Maine-et-Loire
GROUPE SOLLYAZAR;353508955;2020;91;Entreprise;;;Île-de-France;Paris
ORESYS CONSULT;338893944;2020;87;Entreprise;;;Île-de-France;Paris
METRO FRANCE;399315613;2020;93;Entreprise;;;Île-de-France;Hauts-de-Seine
EUROVIA MIDI PYRENEES;414629162;2019;;Entreprise;;;Occitanie;Haute-Garonne
SUPERMARCHE CHARENTAIS;781622378;2020;98;Entreprise;;;Nouvelle-Aquitaine;Charente-Maritime
SE DU CENTRE CARDIOLOGIQUE DU NORD;327807103;2020;96;Entreprise;;;Île-de-France;Seine-Saint-Denis
SAS PAULINE;410146468;2020;;Entreprise;;;Bretagne;Ille-et-Vilaine
TRANSPORTS COMBRONDE;410262653;2020;78;Unité Economique et Sociale (UES);;COMBRONDE LOGISTIQUE (418121018),COMBRONDE PACKAGING (824109680),PRESTALOG (420112922),GARAGE COMBRONDE (354029472),COMBRONDE SERVICES MANUTENTION (751926585),AURA FRET (539506766),SARL 2 C (494231004),T.D.M.FORMATION (840866008);Auvergne-Rhône-Alpes;Puy-de-Dôme
ASEA-Nord Franche-Comté;778329383;2020;98;Entreprise;;;Bourgogne-Franche-Comté;Doubs
Tronox France SAS;440140309;2020;78;Entreprise;;;Grand-Est;Haut-Rhin
ROXANE NORD;382903490;2020;83;Entreprise;;;Hauts-de-France;Nord
OET;301897278;2020;;Entreprise;;;Bretagne;Ille-et-Vilaine
AAPEI EPANOU ;775654536;2020;;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
LABORATOIRE EYLAU UNILABS;784652026;2020;81;Entreprise;;;Île-de-France;Paris
ACTIS;348579095;2020;79;Entreprise;;;Auvergne-Rhône-Alpes;Isère
UNIQLO EUROPE LTD;794759001;2020;;Entreprise;;;Île-de-France;Paris
CPAM de la Loire;514316934;2020;94;Entreprise;;;Auvergne-Rhône-Alpes;Loire
TORNIER SAS;070501275;2020;83;Entreprise;;;Auvergne-Rhône-Alpes;Isère
CARREFOUR;315908988;2018;;Unité Economique et Sociale (UES);;ALBERT 1ER (814946224);Corse;Corse-du-Sud
PERRENOT LE CALVEZ SURGELES;330518721;2020;;Entreprise;;;Bretagne;Ille-et-Vilaine
EIFFAGE CONSTRUCTION LORRAINE;311962443;2020;51;Entreprise;;;Grand-Est;Meurthe-et-Moselle
FOREZIENNE MFLS;309445237;2019;;Entreprise;;;Auvergne-Rhône-Alpes;Loire
Groupe ODEL;783065865;2020;81;Entreprise;;;Provence-Alpes-Côte d'Azur;Var
SONEPAR OUEST;576750210;2020;81;Entreprise;;;Pays de la Loire;Sarthe
Murex SAS;338695869;2020;92;Entreprise;;;Île-de-France;Paris
MISTERTEMP INDUSTRIE;878307958;2020;;Entreprise;;;Île-de-France;Paris
ENTREMONT ALLIANCE ;325520450;2020;92;Entreprise;;;Auvergne-Rhône-Alpes;Haute-Savoie
TRANSPORTS GRIMONPREZ;334835766;2020;;Entreprise;;;Hauts-de-France;Nord
CGI FRANCE;702042755;2020;89;Entreprise;;;Île-de-France;Hauts-de-Seine
MSA de Midi Pyrénées Sud;509744876;2020;81;Entreprise;;;Occitanie;Gers
CHUBB FRANCE;702000522;2020;80;Entreprise;;;Île-de-France;Val-d'Oise
CREDIT MUTUEL AGRICOLEE ;317082907;2020;87;Unité Economique et Sociale (UES);;CAISSE REGIONALE DE CREDIT MUTUEL DU CENTRE  (306487331);Centre-Val de Loire;Loiret
association laïque du prado;775586662;2020;;Entreprise;;;Nouvelle-Aquitaine;Gironde
VETOQUINOL;676250111;2020;88;Entreprise;;;Bourgogne-Franche-Comté;Haute-Saône
SMR AUTOMOTIVE SYSTEMS FRANCE SA;572203842;2019;85;Entreprise;;;Île-de-France;Seine-et-Marne
INFRASTRUCTURES ELECTRIQUES ET NUMERIQUES DU BATIMENT;421259615;2020;91;Unité Economique et Sociale (UES);;LEGRAND FRANCE (758501001),LEGRAND SNC (389290586);Nouvelle-Aquitaine;Haute-Vienne
LES COOPERATEURS NORMANDIE PICARDIE;550501985;2020;98;Entreprise;;;Normandie;Seine-Maritime
GIE DU GROUPE AVIVA FRANCE;315597500;2020;94;Unité Economique et Sociale (UES);;AVIVA ASSURANCES (306522665),AVIVA VIE (732020805),AVIVA INVESTORS FRANCE (335133229),AVIVA INVESTORS REAL ESTATE FRANCE 43412964 par Anne MEYNARD Anne MEYNARD14:22 AVIVA INVESTORS REAL ESTATE FRANCE (434129649);Île-de-France;Hauts-de-Seine
Transdev Park Services;488990151;2020;84;Entreprise;;;Île-de-France;Seine-Saint-Denis
GIE ASSISTANCE SERVICES;311110415;2020;82;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
Association Hôpital Foch;408457299;2020;76;Entreprise;;;Île-de-France;Hauts-de-Seine
PRESTA BREIZH;393062963;2020;76;Entreprise;;;Bretagne;Ille-et-Vilaine
EUROVIA ATLANTIQUE;412397234;2020;;Entreprise;;;Pays de la Loire;Loire-Atlantique
HPGS;323871673;2020;81;Entreprise;;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
THE BOSTON CONSULTING GROUP ET CIE;722055738;2020;87;Entreprise;;;Île-de-France;Paris
MGE;305751778;2019;85;Entreprise;;;Grand-Est;Vosges
32876257000021;328762570;2020;94;Entreprise;;;Île-de-France;Seine-Saint-Denis
ASSOCIATION LE PRE DE LA BATAILLE;781116306;2020;96;Entreprise;;;Normandie;Seine-Maritime
DODIN CAMPENON BERNARD;343043360;2019;84;Entreprise;;;Occitanie;Haute-Garonne
MSA POITOU;521367227;2020;92;Entreprise;;;Nouvelle-Aquitaine;Vienne
SIBLU FRANCE SAS;321737736;2019;73;Unité Economique et Sociale (UES);;SAS BONNE ANSE PLAGE (716650056),SSCP ELEANOR 3 SAS (812791341),BERGES DE LOSA SAS (403216799),SIBLU SNC (479273161),MAR ESTANG SAS (420544678),LE CONGUEL SAS (381930916),HRL SNC (394321913),SCI PHILEMON (479531790);Nouvelle-Aquitaine;Gironde
SPB;305109779;2020;84;Entreprise;;;Normandie;Seine-Maritime
ATLANTIQUE AUTOMATISMES INCENDIE;387626393;2019;89;Entreprise;;;Nouvelle-Aquitaine;Landes
BUREAU VERITAS SERVICES FRANCE;320531171;2020;83;Entreprise;;;Île-de-France;Hauts-de-Seine
Institut Polytechnique UniLaSalle;780507190;2020;98;Entreprise;;;Hauts-de-France;Oise
SILEC CABLE;484920194;2020;88;Entreprise;;;Île-de-France;Seine-et-Marne
NEWREST RESTAURATION;351442082;2020;78;Entreprise;;;Île-de-France;Val-de-Marne
SEJER;393291042;2020;78;Entreprise;;;Île-de-France;Paris
EIFFAGE CONSTRUCTION RESIDENTIEL;389625278;2020;;Entreprise;;;Île-de-France;Essonne
MARIGNAN;438357295;2020;80;Entreprise;;;Île-de-France;Hauts-de-Seine
EXPRESS MAREE;392998829;2020;;Entreprise;;;Occitanie;Aude
CPAM DE LA MANCHE;780915864;2020;98;Entreprise;;;Normandie;Manche
AIDADOMI;491200309;2019;89;Entreprise;;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône
ARMATIS BORDEAUX;797897048;2020;87;Entreprise;;;Île-de-France;Hauts-de-Seine
VIESSMANN France SAS;493391114;2020;84;Entreprise;;;Grand-Est;Moselle
Grands Moulins de Paris;351466495;2019;93;Entreprise;;;Île-de-France;Val-de-Marne
CDC HABITAT;470801168;2020;93;Unité Economique et Sociale (UES);;CDC habitat social (552046484),Sainte Barbe (307263780),Centre de contact client (509576609),Ampère gestion (801075474);Île-de-France;Paris
SAS NIKAIADIS;334895935;2020;79;Entreprise;;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes
